"","region","year","age20","age25"
"1359","South America","2000","16165.026","14143.389"
"1360","Argentina","2000","1666.038","1390.062"
"1361","Bolivia (Plurinational State of)","2000","373.26","328.736"
"1362","Brazil","2000","8232.602","7192.987"
"1363","Chile","2000","592.256","624.382"
"1364","Colombia","2000","1853.992","1607.68"
"1365","Ecuador","2000","596.575","517.929"
"1366","French Guiana","2000","6.896","5.71"
"1367","Guyana","2000","32.483","30.788"
"1368","Paraguay","2000","244.331","198.884"
"1369","Peru","2000","1265.29","1114.755"
"1370","Suriname","2000","19.626","21.114"
"1371","Uruguay","2000","137.168","126.765"
"1372","Venezuela (Bolivarian Republic of)","2000","1144.415","983.488"
"1373","NORTHERN AMERICA","2000","10863.854","10831.676"
"1374","Canada","2000","1054.144","1061.306"
"1375","United States of America","2000","9805.978","9766.325"
"1376","OCEANIA","2000","1177.963","1207.92"
"1377","Australia/New Zealand","2000","784.4","853.607"
"1378","Australia","2000","657.782","723.44"
"1379","New Zealand","2000","126.618","130.167"
"1380","Melanesia","2000","347.433","311.392"
"1381","Fiji","2000","39.541","31.651"
"1382","New Caledonia","2000","9.213","9.314"
"1383","Papua New Guinea","2000","268.868","245.732"
"1384","Solomon Islands","2000","21.544","18.011"
"1385","Vanuatu","2000","8.267","6.684"
"1386","Micronesia","2000","19.358","18.487"
"1387","Guam","2000","5.986","6.261"
"1388","Micronesia (Fed. States of)","2000","4.892","3.485"
"1389","Polynesia","2000","26.772","24.434"
"1390","French Polynesia","2000","9.97","9.85"
"1391","Samoa","2000","8.04","7.191"
"1392","Tonga","2000","4.749","3.537"
"1393","WORLD","2010","311077.075","284258.384"
"1394","More developed regions","2010","42823.79","44357.356"
"1395","Less developed regions","2010","268253.285","239901.028"
"1396","Least developed countries","2010","39469.462","33857.764"
"1397","Less developed regions, excluding least developed countries","2010","228783.823","206043.264"
"1398","Less developed regions, excluding China","2010","204383.674","186815.098"
"1399","Sub-Saharan Africa","2010","40410.181","34229.891"
"1400","AFRICA","2010","48829.459","42051.396"
"1401","Eastern Africa","2010","15481.555","12780.24"
"1402","Burundi","2010","461","390.145"
"1403","Comoros","2010","32.304","32.864"
"1404","Djibouti","2010","45.855","38.873"
"1405","Eritrea","2010","253.804","230.931"
"1406","Ethiopia","2010","3961.699","3153.033"
"1407","Kenya","2010","2069.615","1782.276"
"1408","Madagascar","2010","923.267","724.153"
"1409","Malawi","2010","685.34","552.981"
"1410","Mauritius","2010","53.181","47.997"
"1411","Mayotte","2010","6.612","5.06"
"1412","Mozambique","2010","1057.865","890.694"
"1413","Réunion","2010","36.947","32.518"
"1414","Rwanda","2010","565.876","461.128"
"1415","Somalia","2010","398.376","316.134"
"1416","Uganda","2010","1513.472","1241.403"
"1417","United Republic of Tanzania","2010","2072.2","1755.54"
"1418","Zambia","2010","605.471","515.132"
"1419","Zimbabwe","2010","734.663","605.01"
"1420","Middle Africa","2010","5855.594","4805.689"
"1421","Angola","2010","848.181","697.125"
"1422","Cameroon","2010","959.626","827.36"
"1423","Central African Republic","2010","213.927","181.529"
"1424","Chad","2010","508.417","422.574"
"1425","Congo","2010","185.744","166.098"
"1426","Democratic Republic of the Congo","2010","3024.921","2414.94"
"1427","Equatorial Guinea","2010","32.362","24.636"
"1428","Gabon","2010","74.273","63.457"
"1429","Sao Tome and Principe","2010","8.143","7.97"
"1430","Northern Africa","2010","10440.953","9579.952"
"1431","Algeria","2010","1894.769","1848.536"
"1432","Egypt","2010","4138.373","3689.676"
"1433","Libyan Arab Jamahiriya","2010","295.741","347.508"
"1434","Morocco","2010","1535.767","1404.952"
"1435","Sudan","2010","2021.675","1758.447"
"1436","Tunisia","2010","528.465","503.489"
"1437","Western Sahara","2010","26.163","27.344"
"1438","Southern Africa","2010","2973.88","2790.024"
"1439","Botswana","2010","112.196","105.921"
"1440","Lesotho","2010","124.068","110.31"
"1441","Namibia","2010","113.316","97.516"
"1442","South Africa","2010","2552.728","2423.253"
"1443","Swaziland","2010","71.572","53.024"
"1444","Western Africa","2010","14077.477","12095.491"
"1445","Benin","2010","395.467","333.78"
"1446","Burkina Faso","2010","772.777","647.26"
"1447","Cape Verde","2010","28.323","23.408"
"1448","Côte d'Ivoire","2010","925.686","789.762"
"1449","Gambia","2010","80.577","69.704"
"1450","Ghana","2010","1174.71","1025.868"
"1451","Guinea","2010","464.835","387.498"
"1452","Guinea-Bissau","2010","69.506","61.021"
"1453","Liberia","2010","185.62","162.546"
"1454","Mali","2010","707.073","596.852"
"1455","Mauritania","2010","164.995","144.771"
"1456","Niger","2010","566.906","450.014"
"1457","Nigeria","2010","7393.195","6424.002"
"1458","Senegal","2010","598.645","495.14"
"1459","Sierra Leone","2010","255.969","230.437"
"1460","Togo","2010","293.061","253.261"
"1461","ASIA","2010","196228.057","176650.786"
"1462","Eastern Asia","2010","69950.095","59892.186"
"1463","China","2010","62787.72","51849.196"
"1464","China, Hong Kong SAR","2010","226.037","234.944"
"1465","China, Macao SAR","2010","22.547","20.486"
"1466","Dem. People's Republic of Korea","2010","936.665","926.291"
"1467","Japan","2010","3365.572","3842.817"
"1468","Mongolia","2010","159.715","131.302"
"1469","Republic of Korea","2010","1618.532","1905.846"
"1470","Other non-specified areas","2010","833.307","981.304"
"1471","South-Central Asia","2010","87732.591","79457.05"
"1472","Central Asia","2010","3292.424","2651.89"
"1473","Kazakhstan","2010","807.747","688.397"
"1474","Kyrgyzstan","2010","306.507","229.792"
"1475","Tajikistan","2010","386.513","271.911"
"1476","Turkmenistan","2010","271.886","224.047"
"1477","Uzbekistan","2010","1519.771","1237.743"
"1478","Southern Asia","2010","84440.167","76805.16"
"1479","Afghanistan","2010","1476.985","1197.069"
"1480","Bangladesh","2010","7397.927","6963.454"
"1481","Bhutan","2010","40.246","44.229"
"1482","India","2010","59548.797","54556.107"
"1483","Iran (Islamic Republic of)","2010","4605.724","4447.689"
"1484","Maldives","2010","19.875","16.212"
"1485","Nepal","2010","1481.542","1260.663"
"1486","Pakistan","2010","9031.543","7443.069"
"1487","Sri Lanka","2010","837.528","876.668"
"1488","South-Eastern Asia","2010","27393.639","26093.395"
"1489","Brunei Darussalam","2010","17.343","17.913"
"1490","Cambodia","2010","718.574","727.461"
"1491","Indonesia","2010","10869.276","10779.066"
"1492","Lao People's Democratic Republic","2010","332.209","264.711"
"1493","Malaysia","2010","1261.674","1180.043"
"1494","Myanmar","2010","2259.745","2086.822"
"1495","Philippines","2010","4510.248","3921.234"
"1496","Singapore","2010","165.344","194.852"
"1497","Thailand","2010","2667.576","2711.424"
"1498","Timor-Leste","2010","49.537","42.57"
"1499","Viet Nam","2010","4542.113","4167.299"
"1500","Western Asia","2010","11151.732","11208.155"
"1501","Armenia","2010","152.37","126.649"
"1502","Azerbaijan","2010","523.528","416.709"
"1503","Bahrain","2010","70.235","129.996"
"1504","Cyprus","2010","50.23","54.817"
"1505","Georgia","2010","185.732","158.752"
"1506","Iraq","2010","1472.695","1254.669"
"1507","Israel","2010","281.658","279.068"
"1508","Jordan","2010","338.728","290.124"
"1509","Kuwait","2010","136.877","216.889"
"1510","Lebanon","2010","188.349","186.783"
"1511","Occupied Palestinian Territory","2010","188.096","158.185"
"1512","Oman","2010","209.795","261.638"
"1513","Qatar","2010","146.788","233.428"
"1514","Saudi Arabia","2010","1243.706","1362.051"
"1515","Syrian Arab Republic","2010","996.492","813.962"
"1516","Turkey","2010","3222.701","3333.47"
"1517","United Arab Emirates","2010","497.341","907.882"
"1518","Yemen","2010","1246.411","1023.083"
"1519","EUROPE","2010","26109.406","27030.136"
"1520","Eastern Europe","2010","12220.161","12486.962"
"1521","Belarus","2010","403.946","400.13"
"1522","Bulgaria","2010","257.428","270.163"
"1523","Czech Republic","2010","360.367","399.87"
"1524","Hungary","2010","327.99","352.705"
"1525","Poland","2010","1516.152","1673.501"
"1526","Republic of Moldova","2010","174.737","147.371"
"1527","Romania","2010","863.584","807.01"
"1528","Russian Federation","2010","6268.177","6307.553"
"1529","Slovakia","2010","218.746","233.887"
"1530","Ukraine","2010","1829.034","1894.772"
"1531","Northern Europe","2010","3448.586","3356.766"
"1532","Channel Islands","2010","4.604","4.615"
"1533","Denmark","2010","168.626","154.415"
"1534","Estonia","2010","54.801","51.196"
"1535","Finland","2010","166.324","175.454"
"1536","Iceland","2010","11.715","12.541"
"1537","Ireland","2010","154.493","179.491"
"1538","Latvia","2010","95.191","87.416"
"1539","Lithuania","2010","138.393","126.218"
"1540","Norway","2010","155.395","157.251"
"1541","Sweden","2010","319.367","288.835"
"1542","United Kingdom","2010","2175.413","2115.754"
"1543","Southern Europe","2010","4499.812","5300.749"
"1544","Albania","2010","161.375","135.16"
"1545","Bosnia and Herzegovina","2010","147.794","145.195"
"1546","Croatia","2010","140.985","157.194"
"1547","Greece","2010","328.664","413.812"
"1548","Italy","2010","1553.702","1787.113"
"1549","Malta","2010","16.035","16.149"
"1550","Montenegro","2010","25.454","24.527"
"1551","Portugal","2010","307.177","370.293"
"1552","Serbia","2010","364.957","377.71"
"1553","Slovenia","2010","66.062","74.177"
"1554","Spain","2010","1301.144","1708.859"
"1555","TFYR Macedonia","2010","82.255","85.544"
"1556","Western Europe","2010","5940.847","5885.659"
"1557","Austria","2010","265.717","281.228"
"1558","Belgium","2010","323.487","335.788"
"1559","France","2010","2043.748","2026.77"
"1560","Germany","2010","2555.308","2483.751"
"1561","Luxembourg","2010","15.304","17.847"
"1562","Netherlands","2010","505.459","494.106"
"1563","Switzerland","2010","230.056","244.074"
"1564","LATIN AMERICA AND THE CARIBBEAN","2010","26109.771","24628.636"
"1565","Caribbean","2010","1805.862","1605.403"
"1566","Aruba","2010","3.47","3.12"
"1567","Bahamas","2010","14.798","14.587"
"1568","Barbados","2010","10.412","10.409"
"1569","Cuba","2010","427.632","359.469"
"1570","Dominican Republic","2010","449.763","405.05"
"1571","Grenada","2010","6.28","5.207"
"1572","Guadeloupe","2010","14.93","12.314"
"1573","Haiti","2010","501.995","451.298"
"1574","Jamaica","2010","115.706","93.632"
"1575","Martinique","2010","14.705","11.453"
"1576","Netherlands Antilles","2010","5.473","5.793"
"1577","Puerto Rico","2010","142.703","133.605"
"1578","Saint Lucia","2010","8.497","7.762"
"1579","Saint Vincent and the Grenadines","2010","4.972","4.68"
"1580","Trinidad and Tobago","2010","67.332","70.029"
"1581","United States Virgin Islands","2010","3.744","3.103"
"1582","Central America","2010","6828.384","6076.248"
"1583","Belize","2010","15.461","13.88"
"1584","Costa Rica","2010","233.069","213.572"
"1585","El Salvador","2010","301.959","229.737"
"1586","Guatemala","2010","647.204","538.925"
"1587","Honduras","2010","379.777","322.144"
"1588","Mexico","2010","4811.229","4361.636"
"1589","Nicaragua","2010","286.869","254.641"
"1590","Panama","2010","152.816","141.713"
"1591","South America","2010","17475.525","16946.985"
"1592","Argentina","2010","1680.706","1609.274"
"1593","Bolivia (Plurinational State of)","2010","466.51","394.541"
"1594","Brazil","2010","8616.871","8809.395"
"1595","Chile","2010","741.906","667.771"
"1596","Colombia","2010","2072.529","1914.421"
"1597","Ecuador","2010","672.419","624.88"
"1598","French Guiana","2010","9.649","7.89"
"1599","Guyana","2010","29.912","27.627"
"1600","Paraguay","2010","320.351","287.311"
"1601","Peru","2010","1354.54","1230.089"
"1602","Suriname","2010","23.143","22.587"
"1603","Uruguay","2010","126.769","115.884"
"1604","Venezuela (Bolivarian Republic of)","2010","1360.129","1235.226"
"1605","NORTHERN AMERICA","2010","12343.965","12515.738"
"1606","Canada","2010","1187.764","1185.917"
"1607","United States of America","2010","11151.532","11325.247"
"1608","OCEANIA","2010","1456.417","1381.692"
"1609","Australia/New Zealand","2010","1004.847","968.665"
"1610","Australia","2010","842.711","825.961"
"1611","New Zealand","2010","162.136","142.704"
"1612","Melanesia","2010","397.733","368.366"
"1613","Fiji","2010","39.403","39.229"
"1614","New Caledonia","2010","10.108","9.789"
"1615","Papua New Guinea","2010","310.788","286.202"
"1616","Solomon Islands","2010","25.725","22.795"
"1617","Vanuatu","2010","11.709","10.351"
"1618","Micronesia","2010","23.503","20.622"
"1619","Guam","2010","7.144","6.272"
"1620","Micronesia (Fed. States of)","2010","6.417","5.247"
"1621","Polynesia","2010","30.334","24.039"
"1622","French Polynesia","2010","13.238","10.447"
"1623","Samoa","2010","7.609","6.015"
"1624","Tonga","2010","4.25","3.854"
