"","lgID","yearID","playerID","IPouts","WAR","pops","scale_WAR","WAR_talent"
"1990","AL",1960,"sisleda01",240,2.86,19580000,20.02,103786.825176168
"1991","NL",2001,"carragi01",256,1.72,65273000,12.04,103718.088990665
"1992","AL",1911,"mullige01",703,5.47,8588000,38.29,103648.92805459
"1993","NL",1994,"jacomja01",162,1.64,50032000,11.48,103621.959019655
"1994","NL",2008,"wadeco01",214,1.64,73764000,11.48,103475.585192444
"1995","AL",2019,"waldema01",234,1.22,95819000,8.54,103455.042163519
"1996","AL",2003,"lopezaq01",221,1.78,67699000,12.46,103451.693751604
"1997","AL",1984,"fontera01",508,2.69,38094000,18.83,103395.47308244
"1998","NL",2016,"adlemti01",209,1.25,89276000,8.75,103299.734302994
"1999","AL",1976,"rossga01",675,2.8,32262000,19.6,103269.632075609
"2000","NL",2018,"ramosed02",128,1.32,93638000,9.24,103188.424891766
"2001","AL",2014,"hutchdr01",554,1.41,84914000,9.87,103032.857237452
"2002","NL",2007,"owingmi01",458,1.64,72551000,11.48,103013.577025393
"2003","NL",2014,"buchada01",353,1.41,84914000,9.87,102956.832930235
"2004","NL",1895,"terryad01",934,5.26,5295000,36.82,102886.377452921
"2005","NL",1966,"hoernjo01",228,2.94,23492000,20.58,102885.051424126
"2006","AL",1952,"byrdha01",685,3.42,13988000,23.94,102744.982511112
"2007","AL",2001,"filebo01",223,1.7,65273000,11.9,102635.286659697
"2008","AL",1962,"fisheed02",548,3.2,20884000,22.4,102620.264349374
"2009","NL",1949,"brazlal01",619,3.96,12444000,27.72,102591.996286132
"2010","NL",1998,"cookde01",204,1.96,59384000,13.72,102488.280379
"2011","AL",1922,"roberch01",816,4.21,9128000,29.47,102393.508210581
"2012","AL",2017,"vinceni01",194,1.35,91457000,9.45,102343.841946899
"2013","AL",1992,"fettemi01",188,2.23,45356000,15.61,102320.467855916
"2014","AL",2019,"montera01",87,1.21,95819000,8.47,102310.685854626
"2015","AL",1983,"smithmi03",670,2.57,37663000,17.99,102239.171679295
"2016","NL",2007,"hennebr01",205,1.62,72551000,11.34,102217.239455869
"2017","NL",1992,"nabhoch01",585,2.23,45356000,15.61,102206.24507586
"2018","NL",2019,"garream01",168,1.21,95819000,8.47,102186.885178727
"2019","AL",1934,"burkebo01",504,4.27,10404000,29.89,102073.027832704
"2020","AL",1995,"rislebi01",181,1.83,52370000,12.81,102038.338211172
"2021","NL",2013,"gaudich01",291,1.46,82733000,10.22,102026.354879164
"2022","NL",1990,"leffecr01",236,2.35,40680000,16.45,102016.331835534
"2023","AL",1961,"arroylu01",357,3.22,20232000,22.54,102008.863845546
"2024","NL",2018,"gracema02",179,1.31,93638000,9.17,101881.900422869
"2025","AL",1976,"augusje01",515,2.77,32262000,19.39,101764.903616548
"2026","AL",1987,"nieveju01",587,2.28,39387000,15.96,101760.429823897
"2027","NL",1893,"mullato01",1101,4.87,5181000,34.09,101564.014824206
"2028","AL",1996,"wengedo01",484,1.9,54708000,13.3,101501.472490525
"2029","AL",2009,"carradj01",280,1.58,74977000,11.06,101273.589463576
"2030","AL",1977,"laceybo01",365,2.67,33289000,18.69,101262.102160597
"2031","NL",2001,"nunezvl01",276,1.69,65273000,11.83,101228.358436324
"2032","NL",1977,"lemonma01",644,2.67,33289000,18.69,101128.983330708
"2033","AL",2017,"barneda02",198,1.31,91457000,9.17,101108.567040992
"2034","NL",1943,"butchma01",581,3.92,11568000,27.44,101071.676751188
"2035","NL",1938,"mcgeebi01",649,3.52,10888000,24.64,100982.821107824
"2036","AL",2016,"tropeni01",205,1.21,89276000,8.47,100840.109028443
"2037","NL",1970,"simpswa01",528,2.98,26100000,20.86,100772.258384756
"2038","AL",2018,"castrmi01",259,1.3,93638000,9.1,100763.054214477
"2039","NL",1982,"deleolu01",306,2.7,37232000,18.9,100751.434138068
"2040","AL",1983,"berenju01",473,2.54,37663000,17.78,100708.695165164
"2041","NL",2005,"clausbr01",500,1.79,70125000,12.53,100695.369740254
"2042","AL",2008,"brunebr01",103,1.55,73764000,10.85,100677.693339725
"2043","AL",1956,"larsedo01",539,2.63,16784000,18.41,100559.047607262
"2044","AL",1933,"weilabo01",649,3.87,10283000,27.09,100517.708088947
"2045","AL",1952,"paigesa01",414,3.4,13988000,23.8,100435.643132661
"2046","AL",1968,"odombl01",694,3.01,24796000,21.07,100405.769344853
"2047","NL",1886,"flynnjo02",771,4.98,4766000,34.86,100377.738629558
"2048","AL",2004,"almanca01",218,1.59,68912000,11.13,100336.67923418
"2049","NL",1986,"murphro01",151,2.47,38956000,17.29,100298.06504561
"2050","NL",1932,"holleed01",684,3.74,10162000,26.18,100227.320648985
"2051","AL",2011,"santose01",190,1.35,78371000,9.45,100149.024778233
"2052","NL",1927,"ulricdu01",580,4.63,9623000,32.41,100125.754831827
"2053","NL",2011,"motteja01",204,1.35,78371000,9.45,100072.04321661
"2054","NL",1998,"willimi03",153,1.92,59384000,13.44,99949.7738537679
"2055","AL",2019,"sampsad01",376,1.2,95819000,8.4,99924.9297151667
"2056","NL",2019,"vothau01",131,1.2,95819000,8.4,99864.2189468568
"2057","AL",1974,"foucast01",433,2.8,30208000,19.6,99782.4649790432
"2058","NL",1992,"perezmi01",279,2.22,45356000,15.54,99753.6957414191
"2059","NL",2010,"enrigba01",297,1.52,76190000,10.64,99747.2998346558
"2060","NL",1951,"wehmehe01",554,3.44,13289000,24.08,99653.8567117528
"2061","NL",2014,"ramirne01",131,1.36,84914000,9.52,99620.8728086283
"2062","NL",2013,"turneja01",354,1.44,82733000,10.08,99430.2572896947
"2063","NL",2002,"starkde01",385,1.68,66486000,11.76,99410.3716932728
"2064","AL",1926,"levsedu01",712,3.6,9524000,25.2,99376.1963519244
"2065","NL",2017,"livelbe01",266,1.29,91457000,9.03,99314.8077294108
"2066","NL",1958,"semprra01",613,2.91,18182000,20.37,99200.3512780983
"2067","AL",2012,"beavabl01",457,1.43,80552000,10.01,99111.4694155959
"2068","AL",1917,"groombo01",698,4.19,8816000,29.33,99108.4321658178
"2069","AL",2016,"rzepcma01",143,1.18,89276000,8.26,99093.8456831638
"2070","NL",1945,"primra01",496,3.45,11860000,24.15,98887.7832947057
"2071","NL",1963,"tsitojo01",573,3.08,21536000,21.56,98773.9794759474
"2072","AL",1973,"beenefr01",273,3.03,29181000,21.21,98771.9876622493
"2073","AL",2001,"madurca01",281,1.67,65273000,11.69,98730.1752004319
"2074","AL",1975,"brobepe01",661,2.4,31235000,16.8,98719.5184825311
"2075","NL",1985,"lynched01",573,2.51,38525000,17.57,98575.4054424679
"2076","AL",2018,"teperry01",194,1.28,93638000,8.96,98520.2507246515
"2077","AL",2005,"loeka01",276,1.73,70125000,12.11,98490.8851560119
"2078","NL",1973,"moffira01",301,3.03,29181000,21.21,98478.9259215128
"2079","NL",1997,"hallda01",164,1.77,57046000,12.39,98431.6591192781
"2080","AL",1986,"heatone01",596,2.46,38956000,17.22,98395.876457008
"2081","AL",2009,"richacl01",459,1.48,74977000,10.36,98349.8111439067
"2082","NL",1930,"seiboso01",753,4.24,9920000,29.68,98309.6345893016
"2083","AL",1935,"marcujo01",728,4.05,10525000,28.35,98213.6163999764
"2084","NL",1915,"hugheto02",841,4.84,8740000,33.88,98094.2080129422
"2085","AL",1976,"umbarji01",592,2.67,32262000,18.69,98075.814583069
"2086","NL",1999,"wendetu01",257,1.88,61722000,13.16,98039.0394744982
"2087","AL",1914,"steenbi01",608,4.45,8702000,31.15,97943.6749578443
"2088","NL",2011,"guerrja01",140,1.32,78371000,9.24,97916.6119640955
"2089","NL",2016,"baezpe01",222,1.17,89276000,8.19,97877.5798309146
"2090","NL",1995,"pulsibi01",380,1.67,52370000,11.69,97795.1396295229
"2091","NL",2008,"shellst01",150,1.49,73764000,10.43,97778.0207246436
"2092","AL",1990,"nelsoge01",224,2.27,40680000,15.89,97746.6887792609
"2093","NL",2007,"bergmja01",346,1.52,72551000,10.64,97722.9076051377
"2094","AL",2019,"cannigr01",271,1.13,95819000,7.91,97685.2821291511
"2095","AL",2001,"rincori01",162,1.63,65273000,11.41,97621.5911949482
"2096","AL",1991,"nichoro02",412,2.42,43018000,16.94,97615.8515389563
"2097","AL",2002,"santaju01",171,1.63,66486000,11.41,97599.8079827231
"2098","NL",2015,"cappsca01",93,1.27,87095000,8.89,97592.011494182
"2099","AL",1992,"leachte01",221,2.19,45356000,15.33,97468.4190999248
"2100","AL",1996,"corsiji01",221,1.85,54708000,12.95,97428.887464825
"2101","NL",1965,"clonito01",837,2.72,22840000,19.04,97335.8853070459
"2102","NL",1937,"carlete01",625,3.85,10767000,26.95,97166.2838849431
"2103","AL",1982,"clarkbr01",344,2.67,37232000,18.69,97056.2262114591
"2104","NL",2019,"feddeer01",234,1.08,95819000,7.56,97052.359090583
"2105","AL",2012,"burtoja01",186,1.41,80552000,9.87,96987.1647073953
"2106","AL",1939,"milnaal01",627,4.11,11009000,28.77,96967.5020894099
"2107","AL",2017,"olsonty01",60,1.26,91457000,8.82,96954.2475891798
"2108","AL",2004,"cartela02",241,1.58,68912000,11.06,96896.4734577573
"2109","NL",1944,"heussed01",578,3.95,11714000,27.65,96857.8874751165
"2110","NL",2016,"solissa01",123,1.13,89276000,7.91,96765.0076322771
"2111","NL",2013,"lecursa01",183,1.42,82733000,9.94,96757.0596599479
"2112","AL",1960,"leedo01",495,2.81,19580000,19.67,96687.9958483737
"2113","NL",2019,"ryanky01",183,1.07,95819000,7.49,96533.1372765566
"2114","AL",2015,"shrevch01",175,1.26,87095000,8.82,96422.4398684927
"2115","AL",1963,"wickeda01",713,3.07,21536000,21.49,96304.8968231057
"2116","NL",1974,"zamoros01",251,2.77,30208000,19.39,96195.7978087951
"2117","AL",2006,"littlwe01",109,1.47,71338000,10.29,96176.419642899
"2118","AL",2011,"pauleda01",222,1.3,78371000,9.1,96151.5519255909
"2119","NL",1970,"rayji01",315,2.95,26100000,20.65,96079.1925844537
"2120","AL",1984,"butchjo01",675,2.6,38094000,18.2,96009.2737097059
"2121","NL",1910,"bellge01",930,4.33,8550000,30.31,95945.55373559
"2122","AL",1971,"gogolbi01",373,2.9,27127000,20.3,95810.5862001251
"2123","AL",1952,"sheasp01",507,3.24,13988000,22.68,95793.5892146051
"2124","AL",1989,"burnsto02",289,2.62,40249000,18.34,95671.0329526049
"2125","AL",1999,"paniajo01",233,1.82,61722000,12.74,95654.9171247498
"2126","AL",1996,"lewisri01",271,1.83,54708000,12.81,95586.9322495658
"2127","NL",1999,"parrist01",386,1.82,61722000,12.74,95572.101833697
"2128","AL",1975,"hamilda01",316,2.36,31235000,16.52,95542.3896747076
"2129","NL",2019,"millsal02",108,1.04,95819000,7.28,95538.0892649892
"2130","AL",2013,"verasjo01",188,1.38,82733000,9.66,95517.8810930449
"2131","AL",1990,"jonesba01",222,2.25,40680000,15.75,95420.4278637794
"2132","AL",1922,"colliri01",632,4.06,9128000,28.42,95403.4863481108
"2133","AL",2001,"michach01",410,1.6,65273000,11.2,95309.9665709618
"2134","NL",2015,"cedenxa01",138,1.25,87095000,8.75,95282.7301733723
"2135","NL",1966,"nottedo01",334,2.65,23492000,18.55,95268.5045853608
"2136","NL",2015,"gomezje01",224,1.25,87095000,8.75,95216.0399994625
"2137","NL",1994,"bulliji01",300,1.5,50032000,10.5,95156.6704477174
"2138","NL",1993,"turnema01",204,2.03,47694000,14.21,95140.34676646
"2139","AL",2006,"corcoti02",271,1.46,71338000,10.22,94999.5662307972
"2140","NL",2007,"riversa01",279,1.47,72551000,10.29,94920.875085518
"2141","AL",1998,"servisc01",248,1.79,59384000,12.53,94732.5122564665
"2142","AL",1926,"patejo01",339,3.54,9524000,24.78,94709.4141008916
"2143","AL",1996,"adamswi02",229,1.82,54708000,12.74,94693.8411269014
"2144","AL",1970,"seguidi01",486,2.93,26100000,20.51,94684.2557046712
"2145","AL",2019,"cordeji01",112,1.02,95819000,7.14,94584.4770856963
"2146","AL",1969,"romovi01",406,2.73,25448000,19.11,94546.6633959378
"2147","NL",1977,"rasmuer01",699,2.57,33289000,17.99,94528.9529675497
"2148","AL",2019,"wittgni01",173,1.02,95819000,7.14,94526.3738860286
"2149","NL",1919,"nehfar01",812,4.28,8892000,29.96,94503.041414316
"2150","AL",2009,"nippedu01",209,1.42,74977000,9.94,94432.5713464115
"2151","NL",1940,"tamulvi01",463,3.96,11130000,27.72,94363.694740415
"2152","NL",1936,"frankfr02",703,3.99,10646000,27.93,94271.8001397385
"2153","AL",2018,"ohtansh01",155,1.18,93638000,8.26,94231.9936876679
"2154","AL",2003,"cornena01",584,1.53,67699000,10.71,94200.6328897494
"2155","AL",1959,"delocik01",403,2.63,18881000,18.41,94171.6423611435
"2156","AL",1981,"davisro02",219,1.6,36801000,11.2,94158.6304950052
"2157","AL",1997,"taylobi04",219,1.68,57046000,11.76,94120.3129704056
"2158","NL",1992,"hernaxa01",333,2.06,45356000,14.42,94105.261101584
"2159","NL",2002,"foggjo01",583,1.56,66486000,10.92,94077.7396676511
"2160","AL",1941,"harrimi01",582,3.43,11276000,24.01,93853.3646669979
"2161","NL",2010,"peraljo01",147,1.36,76190000,9.52,93840.5714171367
"2162","AL",2008,"francfr01",190,1.44,73764000,10.08,93824.7350646119
"2163","AL",1960,"brownha01",477,2.78,19580000,19.46,93709.6033815158
"2164","AL",2007,"seaybo01",139,1.45,72551000,10.15,93632.2844881837
"2165","NL",1944,"voisebi01",938,3.92,11714000,27.44,93629.1946300449
"2166","NL",1948,"jonessh01",604,3.48,12298000,24.36,93594.1297140489
"2167","AL",2005,"speieju01",200,1.63,70125000,11.41,93501.6499215524
"2168","NL",1895,"clarkda01",845,5.12,5295000,35.84,93326.2458419218
"2169","NL",1931,"hallabi01",746,4.16,10041000,29.12,93307.6830569921
"2170","AL",1984,"waddeto01",291,2.56,38094000,17.92,93252.6583676484
"2171","AL",1978,"johnsjo04",558,2.65,34316000,18.55,93226.9749009611
"2172","NL",1973,"stonege02",444,2.92,29181000,20.44,93205.472848275
"2173","NL",1996,"gracemi02",240,1.81,54708000,12.67,93190.5215541193
"2174","AL",1950,"brisslo01",738,3.54,12590000,24.78,93119.1142746173
"2175","AL",2018,"valdefr01",111,1.17,93638000,8.19,93103.0530906781
"2176","NL",2019,"lauerer01",449,0.99,95819000,6.93,93100.1353374065
"2177","NL",1999,"leeda01",147,1.78,61722000,12.46,93064.4788675031
"2178","AL",1981,"saucike01",147,1.59,36801000,11.13,93015.1197467935
"2179","AL",2012,"johnsst02",115,1.36,80552000,9.52,93006.8972966947
"2180","AL",2016,"flynnbr01",166,1.09,89276000,7.63,92961.3150431363
"2181","AL",2007,"walkeja01",184,1.44,72551000,10.08,92961.2922445838
"2182","NL",1995,"fossato01",110,1.52,52370000,10.64,92903.6666968394
"2183","NL",2016,"barreja01",178,1.09,89276000,7.63,92896.3318850691
"2184","AL",1979,"lemanda01",429,2.51,35343000,17.57,92861.0028359966
"2185","NL",1894,"tayloja01",894,5.63,5238000,39.41,92847.1886597779
"2186","AL",2013,"delarda01",217,1.35,82733000,9.45,92800.95065105
"2187","AL",2013,"lindsma01",182,1.35,82733000,9.45,92729.7740076572
"2188","AL",2018,"castidi01",170,1.16,93638000,8.12,92665.8723662097
"2189","NL",1970,"ellisdo01",605,2.86,26100000,20.02,92639.5288859302
"2190","AL",1914,"fishera01",627,4.31,8702000,30.17,92621.5414982368
"2191","AL",1988,"guantce01",239,2.33,39818000,16.31,92596.6928587086
"2192","NL",2001,"anderji02",619,1.51,65273000,10.57,92537.0676065953
"2193","AL",1999,"whiteri01",324,1.77,61722000,12.39,92523.0563605316
"2194","NL",1947,"tayloha03",486,3.55,12152000,24.85,92511.0486658024
"2195","AL",1951,"alomalu01",208,3.34,13289000,23.38,92337.1165770193
"2196","NL",1971,"cumbejo01",555,2.85,27127000,19.95,92326.2915874052
"2197","NL",1997,"valdema01",285,1.64,57046000,11.48,92322.5891028522
"2198","NL",1884,"getzich01",442,3.51,4644000,24.57,92256.7202295147
"2199","AL",2006,"lugoru01",255,1.39,71338000,9.73,92241.2962720984
"2200","NL",1989,"ackerji01",378,2.55,40249000,17.85,92206.6666238942
"2201","AL",2018,"mccarke01",216,1.14,93638000,7.98,92166.7080233995
"2202","NL",2003,"heredfe01",261,1.51,67699000,10.57,92132.4650966006
"2203","AL",2010,"berkeja01",187,1.34,76190000,9.38,92013.0422342977
"2204","NL",2010,"takahhi01",366,1.34,76190000,9.38,91937.8779651782
"2205","AL",1966,"worthal01",274,2.56,23492000,17.92,91873.651925593
"2206","AL",1978,"paxtomi01",573,2.63,34316000,18.41,91753.2560420206
"2207","NL",1987,"robinje01",370,2.22,39387000,15.54,91732.1951524032
"2208","AL",1983,"abbotgl01",387,2.31,37663000,16.17,91708.4088119315
"2209","AL",2015,"boyerbl01",195,1.2,87095000,8.4,91707.3341472595
"2210","NL",1998,"radinsc01",185,1.74,59384000,12.18,91672.1001608001
"2211","NL",2013,"hoovejj01",198,1.34,82733000,9.38,91625.9569804117
"2212","AL",1987,"reedje01",245,2.22,39387000,15.54,91625.0000234726
"2213","AL",1992,"austiji02",175,2,45356000,14,91621.55822351
"2214","NL",1942,"javeral01",783,3.23,11422000,22.61,91614.0634049435
"2215","NL",1972,"willoji01",263,2.72,28154000,19.04,91612.0240072142
"2216","NL",1983,"brusswa01",241,2.31,37663000,16.17,91591.1480541632
"2217","NL",2004,"alfonan01",221,1.44,68912000,10.08,91550.6861492412
"2218","AL",1955,"consusa01",379,2.75,16085000,19.25,91515.6345490802
"2219","AL",1990,"nunezed01",241,2.2,40680000,15.4,91492.2284989903
"2220","NL",1974,"murrada01",209,2.63,30208000,18.41,91482.3022304601
"2221","NL",1965,"stalltr01",583,2.59,22840000,18.13,91253.7648073879
"2222","NL",2017,"lyonsty01",162,1.17,91457000,8.19,91229.2877083189
"2223","AL",1975,"moretro01",435,2.22,31235000,15.54,91194.6195195067
"2224","NL",2012,"matthry01",199,1.34,80552000,9.38,91166.3390966038
"2225","AL",2003,"kershja01",162,1.5,67699000,10.5,91155.7035136006
"2226","NL",1969,"gentrga01",701,2.63,25448000,18.41,90873.5720705578
"2227","NL",1998,"chrisja01",194,1.73,59384000,12.11,90869.2236866259
"2228","AL",1996,"crabtti01",202,1.79,54708000,12.53,90785.369463492
"2229","NL",1992,"tomlira01",626,1.99,45356000,13.93,90767.8822197569
"2230","AL",1990,"willima05",256,2.19,40680000,15.33,90760.412119392
"2231","NL",1910,"drucklo01",646,4.26,8550000,29.82,90692.4324238004
"2232","AL",2019,"alexaty01",161,0.96,95819000,6.72,90678.5781983028
"2233","NL",1953,"baczefr01",445,2.94,14687000,20.58,90665.1827095448
"2234","AL",1985,"fishebr01",295,2.4,38525000,16.8,90617.6068887548
"2235","NL",2009,"troncra01",248,1.32,74977000,9.24,90573.6446788809
"2236","NL",1921,"oeschjo01",897,4.33,9029000,30.31,90500.1875189159
"2237","NL",2007,"penato03",256,1.39,72551000,9.73,90494.8454368556
"2238","NL",1983,"thurmma01",346,2.26,37663000,15.82,90479.0539423458
"2239","NL",1937,"fettelo01",777,3.81,10767000,26.67,90426.465666881
"2240","NL",1993,"arochre01",564,1.93,47694000,13.51,90345.3665985662
"2241","AL",2000,"simasbi01",203,1.65,64060000,11.55,90281.0949780168
"2242","NL",1882,"mathebo01",855,4.31,4522000,30.17,90185.846866812
"2243","AL",1992,"willica01",238,1.98,45356000,13.86,90077.9223313298
"2244","AL",2003,"ligteke01",178,1.47,67699000,10.29,90043.2363348229
"2245","AL",1902,"bernhbi01",678,5.99,6174000,41.93,90013.1426381799
"2246","AL",2016,"andrima01",383,1.06,89276000,7.42,89884.9713587827
"2247","AL",2019,"ramirno01",203,0.95,95819000,6.65,89880.4723627262
"2248","NL",2001,"manzajo01",239,1.48,65273000,10.36,89865.8808880636
"2249","NL",2019,"yamamjo01",236,0.95,95819000,6.65,89768.7833068508
"2250","AL",1922,"leverdi01",673,4.02,9128000,28.14,89758.9634459117
"2251","NL",1995,"henrydo01",201,1.48,52370000,10.36,89749.189620324
"2252","AL",1982,"jacksro03",291,2.52,37232000,17.64,89538.353549949
"2253","AL",1989,"ballaje01",646,2.52,40249000,17.64,89512.7901646577
"2254","AL",1966,"howarbr01",447,2.45,23492000,17.15,89489.0914374416
"2255","AL",2012,"villabr02",164,1.32,80552000,9.24,89465.4856244774
"2256","NL",1912,"hendrcl01",866,4.71,8626000,32.97,89450.452238069
"2257","AL",2000,"steinbl01",323,1.64,64060000,11.48,89228.0159733473
"2258","AL",2000,"shueypa01",191,1.64,64060000,11.48,89151.2651103453
"2259","NL",1975,"blairde01",490,2.18,31235000,15.26,89122.3750111947
"2260","AL",1992,"meachru01",305,1.95,45356000,13.65,89100.4396740594
"2261","NL",2000,"gardnma01",447,1.64,64060000,11.48,89074.6851283105
"2262","AL",1984,"searara01",115,2.42,38094000,16.94,89071.6608626062
"2263","NL",2010,"mcdonja03",215,1.3,76190000,9.1,89058.5652838732
"2264","NL",1972,"spinksc01",354,2.7,28154000,18.9,88995.0128425319
"2265","NL",2004,"kingra01",186,1.4,68912000,9.8,88920.34219686
"2266","NL",2015,"bolsimi01",328,1.18,87095000,8.26,88895.6284765251
"2267","NL",2003,"koplomi01",113,1.42,67699000,9.94,88817.1593099284
"2268","NL",1973,"fosteal01",611,2.82,29181000,19.74,88787.9976857531
"2269","AL",1974,"brownja01",650,2.5,30208000,17.5,88733.9951199331
"2270","AL",1990,"gibsopa01",292,2.17,40680000,15.19,88711.5426800878
