"","lgID","yearID","playerID","IPouts","WAR","pops","scale_WAR","WAR_talent"
"1621","NL",2019,"estevca01",216,1.57,95819000,10.99,131998.876567444
"1622","NL",1910,"coleki01",719,5.05,8550000,35.35,131963.367314549
"1623","NL",1981,"lucasga01",270,2.13,36801000,14.91,131946.292505883
"1624","AL",2011,"moscogu01",384,1.88,78371000,13.16,131918.670076552
"1625","NL",2001,"sullisc01",310,2.17,65273000,15.19,131914.473181135
"1626","AL",1962,"cheneto01",520,3.75,20884000,26.25,131548.942942297
"1627","AL",1920,"davisdi01",808,5.68,8930000,39.76,131538.090755184
"1628","AL",2012,"pattotr01",167,1.84,80552000,12.88,131506.636396429
"1629","NL",1915,"tesreje01",918,5.31,8740000,37.17,131421.789947215
"1630","NL",2012,"gregelu01",215,1.84,80552000,12.88,131312.051476243
"1631","NL",1984,"leach01",673,3.21,38094000,22.47,131231.383457609
"1632","NL",2005,"eyresc01",205,2.28,70125000,15.96,131230.625505188
"1633","NL",1972,"breweji01",235,3.53,28154000,24.71,131143.267863803
"1634","NL",1952,"loesbi01",562,4.08,13988000,28.56,130978.205998582
"1635","AL",2017,"ramirjc01",442,1.69,91457000,11.83,130719.017550977
"1636","NL",1970,"tayloch02",373,3.52,26100000,24.64,130710.258965581
"1637","NL",2006,"wheelda01",214,2.02,71338000,14.14,130438.627970055
"1638","AL",1994,"ryanke01",144,1.94,50032000,13.58,130216.533363272
"1639","NL",2001,"farnsky01",246,2.08,65273000,14.56,130216.502718139
"1640","NL",2008,"buchhta01",199,1.98,73764000,13.86,130208.943074881
"1641","AL",1986,"schirca01",153,2.86,38956000,20.02,130188.156853051
"1642","NL",2003,"villaos01",294,2.21,67699000,15.47,130092.18326978
"1643","AL",1911,"bendech01",649,5.92,8588000,41.44,130074.779444844
"1644","AL",1973,"splitpa01",786,3.54,29181000,24.78,130055.367049854
"1645","AL",2019,"martich02",167,1.53,95819000,10.71,130018.05014318
"1646","NL",2010,"burnese01",189,1.96,76190000,13.72,129989.691911896
"1647","AL",1933,"whiteea01",810,4.7,10283000,32.9,129938.754421312
"1648","NL",2017,"vizcaar01",172,1.68,91457000,11.76,129832.166898054
"1649","NL",1893,"kennebr01",1148,5.83,5181000,40.81,129761.846146851
"1650","NL",1968,"washbra01",646,3.37,24796000,23.59,129743.954297011
"1651","NL",2015,"chafian01",225,1.67,87095000,11.69,129539.628104399
"1652","AL",1934,"murphjo04",623,4.88,10404000,34.16,129428.1341613
"1653","NL",1880,"whitewi01",1552,5.21,4400000,36.47,129381.79843094
"1654","AL",2000,"mecirji01",255,2.4,64060000,16.8,129345.728780385
"1655","AL",1963,"penaor01",651,3.81,21536000,26.67,129262.882794092
"1656","AL",2018,"alvarjo03",192,1.57,93638000,10.99,129242.899407601
"1657","AL",1996,"prietar01",377,2.55,54708000,17.85,129227.167253925
"1658","NL",1925,"scottja01",719,5.35,9425000,37.45,129166.115837156
"1659","AL",1998,"irabuhi01",519,2.63,59384000,18.41,128930.522060166
"1660","NL",2003,"dayza01",394,2.17,67699000,15.19,128629.624920431
"1661","AL",2018,"bleieri01",98,1.56,93638000,10.92,128333.957877517
"1662","AL",1914,"hamilea01",907,5.57,8702000,38.99,128110.508838012
"1663","AL",2012,"rossro01",195,1.8,80552000,12.6,127788.465926661
"1664","AL",2006,"raych01",198,1.99,71338000,13.93,127760.559244792
"1665","AL",2008,"smithgr02",571,1.97,73764000,13.79,127748.936756322
"1666","AL",1961,"daniebe02",636,3.63,20232000,25.41,127718.929375949
"1667","NL",2017,"freemsa01",180,1.61,91457000,11.27,127592.243738439
"1668","AL",1987,"terrewa01",734,2.63,39387000,18.41,127537.094693403
"1669","NL",1901,"donahre01",886,6.58,5877000,46.06,127508.697504405
"1670","NL",1938,"fitzsfr01",608,4.46,10888000,31.22,127492.018513012
"1671","AL",1931,"brownll01",776,4.74,10041000,33.18,127391.957796408
"1672","NL",1889,"beatied01",953,5.72,4949000,40.04,127110.10232073
"1673","AL",2014,"boxbebr01",194,1.81,84914000,12.67,127085.372558338
"1674","NL",2001,"vanpoto01",225,2.02,65273000,14.14,127072.787944564
"1675","AL",2014,"putnaza01",164,1.81,84914000,12.67,126994.85542064
"1676","AL",2019,"yarbrry01",425,1.48,95819000,10.36,126990.924356457
"1677","AL",1962,"foxte01",174,3.67,20884000,25.69,126910.90758673
"1678","AL",1995,"aguilri01",166,2.21,52370000,15.47,126834.450825685
"1679","NL",2002,"eischjo01",161,2.05,66486000,14.35,126723.577817328
"1680","NL",1994,"niedda01",366,1.91,50032000,13.37,126532.220547466
"1681","AL",2015,"sippto01",163,1.64,87095000,11.48,126513.940071797
"1682","AL",1984,"romanro01",689,3.1,38094000,21.7,126422.328077917
"1683","NL",2018,"moronre01",195,1.54,93638000,10.78,126412.775664765
"1684","AL",1982,"clearma01",315,3.02,37232000,21.14,126119.723830832
"1685","AL",1972,"paulmi01",485,3.43,28154000,24.01,126011.01769082
"1686","AL",1946,"hutchfr01",621,3.97,12006000,27.79,126007.785546268
"1687","AL",1990,"guthrma01",434,2.79,40680000,19.53,125955.353005538
"1688","NL",1957,"elstodo01",435,3.03,17483000,21.21,125801.404735903
"1689","NL",2017,"edwarca01",199,1.58,91457000,11.06,125632.569218089
"1690","NL",1889,"bakelje01",913,5.7,4949000,39.9,125621.859205388
"1691","AL",1996,"haneych01",684,2.44,54708000,17.08,125620.867996046
"1692","NL",2012,"boggsmi01",220,1.76,80552000,12.32,125515.338626072
"1693","AL",1959,"ditmaar01",606,3.43,18881000,24.01,125473.051474272
"1694","AL",1991,"habyajo01",270,2.89,43018000,20.23,125455.207803303
"1695","NL",1979,"sosael01",290,3.08,35343000,21.56,125452.408662476
"1696","AL",1958,"portoar01",614,3.22,18182000,22.54,125220.082382822
"1697","NL",1909,"frommar01",838,5.58,8253000,39.06,125200.539172983
"1698","NL",2019,"smithca03",460,1.46,95819000,10.22,125140.570956385
"1699","AL",2008,"rowlary01",355,1.95,73764000,13.65,125064.125129973
"1700","AL",1949,"pagejo01",407,4.38,12444000,30.66,124936.456740892
"1701","NL",2011,"bastaan01",174,1.74,78371000,12.18,124779.037320973
"1702","NL",1970,"lerscba01",414,3.5,26100000,24.5,124614.614433359
"1703","NL",1974,"freisda01",635,3.34,30208000,23.38,124593.821091439
"1704","AL",1989,"milacbo01",729,2.97,40249000,20.79,124502.556490603
"1705","AL",1960,"muffebi01",375,3.1,19580000,21.7,124483.564830919
"1706","NL",1890,"lovetto01",1116,5.47,5010000,38.29,124474.633218515
"1707","AL",1929,"milleja02",618,4.69,9821000,32.83,124364.47696734
"1708","NL",2005,"heilmaa01",324,2.16,70125000,15.12,124216.673087954
"1709","AL",2019,"farmebu01",203,1.44,95819000,10.08,124180.24342291
"1710","AL",1987,"crimch01",390,2.57,39387000,17.99,124150.863653075
"1711","AL",2002,"guarded01",203,2.01,66486000,14.07,124138.09578118
"1712","NL",2000,"eatonad01",405,2.34,64060000,16.38,124047.909477561
"1713","AL",2002,"hernaru03",223,2.01,66486000,14.07,124038.104402545
"1714","NL",2006,"howrybo01",230,1.92,71338000,13.44,124020.170341582
"1715","AL",2016,"jennida01",182,1.65,89276000,11.55,124006.167194934
"1716","NL",1882,"goldsfr01",1215,4.93,4522000,34.51,123988.664188789
"1717","NL",1973,"clevere01",672,3.46,29181000,24.22,123931.261211549
"1718","NL",2008,"grabojo02",228,1.93,73764000,13.51,123930.75142413
"1719","AL",2014,"albural01",172,1.8,84914000,12.6,123860.751135784
"1720","AL",1930,"carawpa01",580,4.46,9920000,31.22,123852.190430386
"1721","NL",1954,"jollyda01",334,3.74,15386000,26.18,123837.5993976
"1722","AL",1986,"correed01",607,2.76,38956000,19.32,123751.854462142
"1723","NL",2011,"mujiced01",228,1.73,78371000,12.11,123711.338493947
"1724","AL",1942,"humphjo02",685,3.92,11422000,27.44,123650.990196487
"1725","AL",2015,"lowema01",165,1.62,87095000,11.34,123643.510843024
"1726","AL",1906,"peltyba01",782,5.35,7362000,37.45,123626.308105144
"1727","NL",1992,"riverbe01",352,2.55,45356000,17.85,123574.574612507
"1728","NL",1991,"willimi02",265,2.88,43018000,20.16,123524.606562963
"1729","NL",2007,"moylape01",270,1.94,72551000,13.58,123429.496488771
"1730","NL",2001,"adamste01",499,1.98,65273000,13.86,123421.523882224
"1731","NL",2003,"mantema01",165,2.12,67699000,14.84,123364.850083296
"1732","AL",1953,"fricama01",633,3.25,14687000,22.75,123301.841376525
"1733","NL",1888,"morried01",1440,6.44,4888000,45.08,123265.07533797
"1734","AL",1903,"sudhowi01",881,6.58,6471000,46.06,123168.495144531
"1735","AL",2018,"brasiry01",101,1.52,93638000,10.64,122979.505073845
"1736","NL",1998,"yoshima01",515,2.44,59384000,17.08,122952.368025473
"1737","NL",1984,"powerte01",326,2.98,38094000,20.86,122911.755146853
"1738","NL",2006,"felicpe01",181,1.88,71338000,13.16,122846.477287185
"1739","AL",1967,"ortegph01",659,3.53,24144000,24.71,122834.781930729
"1740","AL",2014,"abadfe01",172,1.79,84914000,12.53,122699.720551108
"1741","AL",1975,"hugheji03",749,2.89,31235000,20.23,122657.182427997
"1742","NL",2004,"cordech01",248,1.97,68912000,13.79,122534.88320774
"1743","AL",2012,"tazawju01",132,1.71,80552000,11.97,122385.946178199
"1744","NL",1917,"schupfe01",816,5.04,8816000,35.28,122304.920513447
"1745","AL",1963,"stangle01",494,3.71,21536000,25.97,122039.550414023
"1746","NL",2013,"wilsoju10",221,1.83,82733000,12.81,122027.772319745
"1747","NL",2017,"blachty01",491,1.52,91457000,10.64,122005.681101467
"1748","AL",1934,"blaehge01",703,4.84,10404000,33.88,121998.887788873
"1749","AL",1994,"brewebi01",116,1.87,50032000,13.09,121938.501600483
"1750","NL",1969,"jacksgr01",759,3.59,25448000,25.13,121935.198109278
"1751","AL",2008,"devinjo01",137,1.9,73764000,13.3,121724.266848533
"1752","AL",1947,"haynejo01",546,3.95,12152000,27.65,121700.468877503
"1753","AL",2011,"crowaa01",186,1.67,78371000,11.69,121602.582364942
"1754","NL",2002,"sauersc01",188,2,66486000,14,121585.949002347
"1755","NL",2002,"mossda01",537,2,66486000,14,121487.730862208
"1756","NL",1887,"baldwma01",1002,5.97,4827000,41.79,121325.088201118
"1757","AL",1965,"lopezma01",646,3.05,22840000,21.35,121259.621982056
"1758","NL",1980,"pastofr01",554,2.83,36370000,19.81,121225.472314618
"1759","AL",1915,"gallibe01",779,5.24,8740000,36.68,120880.723386101
"1760","NL",1965,"mcbeaal01",342,3.05,22840000,21.35,120878.558451057
"1761","NL",1970,"mcgloji01",632,3.36,26100000,23.52,120569.767016118
"1762","NL",1987,"willifr01",317,2.53,39387000,17.71,120559.763984009
"1763","NL",1973,"bryanro01",810,3.45,29181000,24.15,120486.28828215
"1764","AL",1991,"kruegbi01",525,2.87,43018000,20.09,120346.398669942
"1765","NL",1990,"armstja01",498,2.6,40680000,18.2,120225.627692052
"1766","NL",1993,"mcmicgr01",275,2.59,47694000,18.13,120196.65968481
"1767","AL",2009,"frasoja01",173,1.7,74977000,11.9,120195.433654214
"1768","NL",2000,"holtch01",621,2.23,64060000,15.61,120065.579377989
"1769","AL",1925,"blankte01",697,5.24,9425000,36.68,120038.593200372
"1770","AL",1997,"dicksja01",611,2.27,57046000,15.89,120030.685084654
"1771","NL",2019,"anderni01",195,1.4,95819000,9.8,119859.761612542
"1772","NL",2003,"kolbda01",124,2.01,67699000,14.07,119707.129260827
"1773","NL",1999,"mlickda01",597,2.19,61722000,15.33,119689.204268861
"1774","NL",1975,"strombr01",361,2.75,31235000,19.25,119672.106641872
"1775","NL",1898,"lewiste01",940,6.38,5466000,44.66,119546.82450757
"1776","AL",2006,"cabreda01",444,1.8,71338000,12.6,119452.575667209
"1777","AL",1992,"lillide01",185,2.47,45356000,17.29,119445.622606014
"1778","NL",1932,"bettshu01",665,4.37,10162000,30.59,119432.905241425
"1779","NL",2008,"beimejo01",147,1.84,73764000,12.88,119425.857066324
"1780","NL",2017,"kuhlch01",472,1.49,91457000,10.43,119405.358944846
"1781","NL",1886,"shawdu01",1157,5.3,4766000,37.1,119172.444007841
"1782","NL",1945,"karlan01",542,3.62,11860000,25.34,118939.114125935
"1783","AL",1980,"jacksda01",516,2.78,36370000,19.46,118849.653599504
"1784","AL",2009,"aardsda01",214,1.69,74977000,11.83,118848.307941182
"1785","NL",1996,"osbordo01",596,2.3,54708000,16.1,118689.745451851
"1786","NL",2016,"conlead01",400,1.52,89276000,10.64,118603.559618794
"1787","NL",2010,"mccleky01",226,1.78,76190000,12.46,118587.473583576
"1788","AL",1994,"mahompa01",360,1.84,50032000,12.88,118575.117941584
"1789","AL",1987,"youngcu01",609,2.51,39387000,17.57,118456.64356639
"1790","AL",1963,"dailebi01",326,3.63,21536000,25.41,118383.676237163
"1791","NL",1910,"scanldo01",652,4.91,8550000,34.37,118348.535901294
"1792","AL",1993,"bankswi01",514,2.57,47694000,17.99,118319.549049099
"1793","AL",1976,"thomast01",317,3,32262000,21,118263.381640038
"1794","AL",1985,"dixonke01",486,2.91,38525000,20.37,118135.677906594
"1795","NL",1991,"dejesjo01",545,2.8,43018000,19.6,118082.986302736
"1796","NL",1943,"barredi01",643,4.09,11568000,28.63,117948.623721881
"1797","AL",1999,"rupery01",427,2.16,61722000,15.12,117609.842021834
"1798","AL",2002,"fioreto01",273,1.94,66486000,13.58,117496.731079463
"1799","NL",2011,"luebkco01",419,1.64,78371000,11.48,117429.10751126
"1800","NL",1981,"martzra01",323,2,36801000,14,117391.870011747
"1801","AL",1978,"galeri01",577,2.93,34316000,20.51,117304.846563929
"1802","NL",2019,"kellyme01",550,1.38,95819000,9.66,117190.951710996
"1803","NL",1984,"dawlebi01",294,2.89,38094000,20.23,117178.809834742
"1804","AL",1979,"billija01",474,2.92,35343000,20.44,117112.088320965
"1805","AL",2012,"stulter01",297,1.69,80552000,11.83,117062.21464615
"1806","AL",2015,"duffety01",174,1.55,87095000,10.85,117049.419269189
"1807","NL",2009,"coffeto01",251,1.68,74977000,11.76,117048.973627455
"1808","AL",2017,"fariaja01",260,1.46,91457000,10.22,117003.718711406
"1809","NL",1911,"leifile01",954,5.71,8588000,39.97,116913.858049479
"1810","AL",1989,"kinger01",478,2.86,40249000,20.02,116887.631503048
"1811","AL",1994,"scanlbo01",309,1.83,50032000,12.81,116633.117351177
"1812","NL",2002,"embreal01",186,1.93,66486000,13.51,116623.77602447
"1813","AL",1957,"maasdu01",658,2.94,17483000,20.58,116600.019120077
"1814","NL",1980,"hasslan01",284,2.75,36370000,19.25,116592.012698234
"1815","AL",1985,"shirlbo01",327,2.89,38525000,20.23,116590.311256586
"1816","NL",1949,"meyerru01",639,4.33,12444000,30.31,116563.794931642
"1817","NL",2005,"reyesal01",188,2.02,70125000,14.14,116512.540524475
"1818","AL",2019,"taylojo02",142,1.37,95819000,9.59,116466.722346676
"1819","AL",1956,"johnsco01",588,3.16,16784000,22.12,116342.110585359
"1820","AL",1983,"schroke01",589,2.95,37663000,20.65,116330.897793103
"1821","AL",1961,"staffbi01",585,3.55,20232000,24.85,115983.086133382
"1822","NL",2004,"wilsopa02",551,1.91,68912000,13.37,115942.401905874
"1823","AL",1958,"mclisca01",677,3.16,18182000,22.12,115870.130949868
"1824","NL",2001,"broweji01",388,1.86,65273000,13.02,115676.085619452
"1825","AL",2002,"asencmi01",370,1.91,66486000,13.37,115543.680225713
"1826","AL",1971,"mingost01",170,3.28,27127000,22.96,115508.553495108
"1827","AL",1993,"pichahi01",495,2.55,47694000,17.85,115432.079008527
"1828","AL",1970,"knowlda01",358,3.33,26100000,23.31,115405.241462407
"1829","AL",1962,"stenhda01",591,3.49,20884000,24.43,115354.39850043
"1830","NL",2015,"nunovi01",267,1.54,87095000,10.78,115322.550484013
"1831","AL",2018,"johnsbr02",298,1.46,93638000,10.22,115156.334634021
"1832","NL",2016,"kellesh01",174,1.48,89276000,10.36,115152.780890231
"1833","AL",2019,"wojcias01",247,1.35,95819000,9.45,115026.170477416
"1834","NL",1987,"dunnemi01",490,2.49,39387000,17.43,115026.154503194
"1835","NL",2000,"hergema01",332,2.04,64060000,14.28,115023.352069589
"1836","NL",1998,"bergmse01",516,2.27,59384000,15.89,114961.874827897
"1837","NL",1940,"higbeki01",849,4.43,11130000,31.01,114856.806271755
"1838","NL",1999,"rockejo01",217,2.08,61722000,14.56,114692.352371106
"1839","AL",2001,"grimsja01",241,1.85,65273000,12.95,114626.089280364
"1840","AL",1946,"haefnmi01",683,3.82,12006000,26.74,114549.393286052
"1841","AL",1945,"ferrida01",794,3.6,11860000,25.2,114370.606482104
"1842","AL",2008,"carlsje01",180,1.8,73764000,12.6,114332.382928358
"1843","NL",1909,"camniho01",849,5.47,8253000,38.29,114284.7285856
"1844","AL",2017,"blackpa01",176,1.45,91457000,10.15,114108.604216491
"1845","NL",1994,"fosteke01",243,1.82,50032000,12.74,114050.959608751
"1846","AL",1950,"overmst01",483,3.69,12590000,25.83,113980.594801456
"1847","NL",1893,"mcgilwi01",908,5.36,5181000,37.52,113901.909510499
"1848","NL",1999,"woodast01",555,2.07,61722000,14.49,113886.326389827
"1849","AL",2000,"wunscke01",184,2.03,64060000,14.21,113864.299617506
"1850","AL",2004,"shousbr01",133,1.82,68912000,12.74,113812.711220026
"1851","AL",1952,"marreco01",553,3.68,13988000,25.76,113810.813275402
"1852","NL",1966,"ribande01",565,3.25,23492000,22.75,113689.511468316
"1853","NL",2010,"lopezja02",173,1.73,76190000,12.11,113648.007126167
"1854","NL",2018,"crickky01",181,1.44,93638000,10.08,113603.553901448
"1855","AL",1933,"wellsed01",611,4.12,10283000,28.84,113544.244962879
"1856","NL",1949,"stalege01",514,4.31,12444000,30.17,113509.144395538
"1857","AL",1955,"suscege02",433,3.11,16085000,21.77,113347.029503487
"1858","NL",1997,"loiseri01",218,2.08,57046000,14.56,113339.87937668
"1859","NL",2016,"lawde01",165,1.45,89276000,10.15,113326.809916155
"1860","AL",1956,"burnewa01",364,3.14,16784000,21.98,113240.921241431
"1861","AL",2003,"bradfch01",231,1.91,67699000,13.37,112958.118047953
"1862","AL",1990,"kieckda01",456,2.52,40680000,17.64,112918.598775187
"1863","AL",1969,"nagymi01",590,3.24,25448000,22.68,112912.248665163
"1864","NL",2019,"uriasju01",239,1.32,95819000,9.24,112847.304939802
"1865","AL",2017,"mcallza01",186,1.44,91457000,10.08,112840.597130964
"1866","AL",2013,"breslcr01",179,1.63,82733000,11.41,112824.610754397
"1867","NL",2015,"jungmta01",358,1.47,87095000,10.29,112756.423110364
"1868","NL",2013,"manesse01",186,1.63,82733000,11.41,112658.381337271
"1869","NL",2000,"tavarju01",360,2.02,64060000,14.14,112650.563165015
"1870","NL",2001,"matthmi01",267,1.83,65273000,12.81,112650.331621749
"1871","NL",1998,"walldo01",211,2.17,59384000,15.19,112471.374640042
"1872","NL",2002,"walkepe01",421,1.86,66486000,13.02,112415.257771789
"1873","NL",1970,"coombda01",565,3.11,26100000,21.77,112380.447176573
"1874","NL",2002,"villabr01",96,1.86,66486000,13.02,112323.386035721
"1875","NL",1897,"corbejo01",939,4.75,5409000,33.25,112220.111108456
"1876","AL",1968,"santijo02",372,3.11,24796000,21.77,112195.030443876
"1877","NL",2018,"strahma01",184,1.43,93638000,10.01,112025.625215853
"1878","NL",2009,"guzmaan01",183,1.66,74977000,11.62,111935.642627987
"1879","NL",2013,"dunnmi01",203,1.62,82733000,11.34,111853.615544635
"1880","NL",1962,"kooncca01",572,3.32,20884000,23.24,111846.688163407
"1881","NL",2006,"cruzju02",284,1.7,71338000,11.9,111782.86985004
"1882","NL",2012,"belisro01",213,1.59,80552000,11.13,111726.429964386
"1883","AL",1915,"ayersdo01",634,5.12,8740000,35.84,111648.432852217
"1884","AL",2008,"grillja01",225,1.79,73764000,12.53,111625.587961994
"1885","NL",1937,"bauerru01",563,4.11,10767000,28.77,111459.877039229
"1886","AL",2003,"duboser01",221,1.89,67699000,13.23,111156.419081714
"1887","NL",1912,"suggsge01",909,5.36,8626000,37.52,111124.801771611
"1888","NL",1891,"ewingjo01",808,5.78,5067000,40.46,110969.681595261
"1889","AL",2000,"garceri01",224,2.01,64060000,14.07,110952.592586985
"1890","AL",1971,"scherfr01",339,3.23,27127000,22.61,110899.517516072
"1891","AL",2013,"dedunsa01",324,1.6,82733000,11.2,110861.9316693
"1892","NL",1942,"hugheto04",759,3.85,11422000,26.95,110696.849981494
"1893","AL",2018,"alvarjo02",189,1.41,93638000,9.87,110629.65153082
"1894","NL",2007,"greggke01",252,1.76,72551000,12.32,110612.505943551
"1895","NL",2017,"stratch01",176,1.41,91457000,9.87,110574.757418436
"1896","NL",1957,"barclcu01",549,2.9,17483000,20.3,110473.457853773
"1897","NL",2002,"hernaca03",333,1.84,66486000,12.88,110259.911975415
"1898","NL",2014,"wadats01",208,1.57,84914000,10.99,110069.470887258
"1899","NL",2007,"redditi01",252,1.75,72551000,12.25,109890.371464624
"1900","AL",1972,"tidrodi01",712,3.21,28154000,22.47,109887.46058704
"1901","NL",2019,"garcija04",152,1.27,95819000,8.89,109802.808124966
"1902","NL",2016,"buchtry01",189,1.37,89276000,9.59,109766.473658375
"1903","NL",1979,"kisonbr01",517,2.76,35343000,19.32,109730.062385753
"1904","NL",2016,"gsellro01",134,1.37,89276000,9.59,109692.271298232
"1905","AL",2014,"badenbu01",212,1.56,84914000,10.92,109498.791041511
"1906","AL",2018,"stanery01",199,1.4,93638000,9.8,109204.775239402
"1907","AL",1995,"belinst01",209,1.93,52370000,13.51,109134.583571451
"1908","NL",1956,"ackerto01",251,2.85,16784000,19.95,109091.086164238
"1909","NL",1988,"alvarjo01",307,2.56,39818000,17.92,109054.766080772
"1910","NL",1961,"gibbojo01",586,3.52,20232000,24.64,109054.166399568
"1911","AL",2010,"campsh01",217,1.63,76190000,11.41,109048.740325429
"1912","AL",2017,"mengdda01",129,1.4,91457000,9.8,109044.971725795
"1913","NL",1955,"fowlear01",623,3.04,16085000,21.28,108986.284866991
"1914","NL",2016,"barraky01",218,1.36,89276000,9.52,108871.614738404
"1915","NL",1997,"cookest01",502,1.95,57046000,13.65,108686.698559319
"1916","AL",2011,"colemlo01",179,1.51,78371000,10.57,108580.925446833
"1917","NL",1907,"lundgca01",621,5.27,7659000,36.89,108515.941787622
"1918","NL",1888,"conwape01",1173,5.6,4888000,39.2,108360.294502791
"1919","AL",1977,"torrepa01",350,2.79,33289000,19.53,108319.509581558
"1920","AL",1980,"farmeed01",299,2.64,36370000,18.48,108297.722522216
"1921","AL",2016,"bedroca01",121,1.34,89276000,9.38,108199.529711583
"1922","AL",1945,"berryjo03",391,3.51,11860000,24.57,108192.356387723
"1923","AL",1957,"narlera01",463,2.89,17483000,20.23,108148.731505383
"1924","NL",1934,"freybe01",736,4.43,10404000,31.01,108106.215083129
"1925","AL",1984,"nippeal01",548,2.77,38094000,19.39,107992.436126651
"1926","NL",2007,"sampsch01",365,1.7,72551000,11.9,107940.328372937
"1927","AL",2019,"barnema01",193,1.26,95819000,8.82,107930.967864027
"1928","NL",1940,"erricdi01",709,4.07,11130000,28.49,107719.82152436
"1929","AL",2013,"loupaa01",208,1.54,82733000,10.78,107677.125965619
"1930","NL",2008,"campijo01",476,1.71,73764000,11.97,107599.074226515
"1931","NL",1974,"houseto01",308,3.01,30208000,21.07,107462.45270539
"1932","NL",1970,"walkelu01",489,3.05,26100000,21.35,107434.824937574
"1933","NL",2001,"tollbbr01",352,1.77,65273000,12.39,107323.178415974
"1934","NL",1927,"hillca01",833,4.82,9623000,33.74,107118.473318719
"1935","AL",2003,"weberbe01",241,1.85,67699000,12.95,107039.890931955
"1936","AL",2008,"minerza01",354,1.7,73764000,11.9,106967.575461488
"1937","AL",1962,"halldi01",355,3.24,20884000,22.68,106945.836115001
"1938","AL",2019,"maytr01",193,1.25,95819000,8.75,106674.032107753
"1939","AL",2005,"mateoju01",265,1.87,70125000,13.09,106626.285905278
"1940","NL",2000,"fernaos01",239,1.9,64060000,13.3,106542.025121643
"1941","AL",1938,"gillge01",492,3.71,10888000,25.97,106533.896854212
"1942","AL",1978,"cruzvi01",142,2.74,34316000,19.18,106454.414946474
"1943","NL",2007,"sprinru01",198,1.68,72551000,11.76,106325.269786084
"1944","AL",1996,"telghda01",238,2.05,54708000,14.35,106010.920073272
"1945","NL",1998,"dejeami01",223,2.05,59384000,14.35,105911.612846309
"1946","AL",1902,"mercewi01",845,6.14,6174000,42.98,105833.748451423
"1947","AL",1961,"schwado01",536,3.34,20232000,23.38,105748.61921633
"1948","AL",1918,"enzmajo01",413,3.61,8854000,25.27,105665.978726982
"1949","NL",1980,"boggsto01",577,2.63,36370000,18.41,105657.434480239
"1950","NL",2017,"blevije01",147,1.38,91457000,9.66,105650.798554823
"1951","NL",2006,"rauchjo01",274,1.63,71338000,11.41,105638.525955276
"1952","AL",1989,"smithro01",517,2.71,40249000,18.97,105540.078218301
"1953","NL",2002,"vizcalu01",244,1.78,66486000,12.46,105528.920966777
"1954","NL",2013,"rodrist02",163,1.51,82733000,10.57,105458.077823787
"1955","AL",1983,"barojsa01",262,2.64,37663000,18.48,105457.862532736
"1956","AL",2001,"patteda04",194,1.75,65273000,12.25,105423.461577137
"1957","AL",1963,"buzhajo01",379,3.2,21536000,22.4,105421.320035905
"1958","NL",1969,"griffto02",565,3.06,25448000,21.42,105273.115832654
"1959","AL",2018,"skaggty01",376,1.33,93638000,9.31,105224.310070923
"1960","NL",2011,"bassan01",145,1.47,78371000,10.29,105213.201758905
"1961","NL",2018,"hiranyo01",199,1.33,93638000,9.31,105158.097521435
"1962","AL",1993,"miranan01",360,2.27,47694000,15.89,105145.379293927
"1963","NL",1976,"eastwra01",323,2.82,32262000,19.74,105102.494815079
"1964","NL",1932,"swetost01",488,3.79,10162000,26.53,105099.381687589
"1965","NL",2010,"figuene01",279,1.57,76190000,10.99,105089.624056854
"1966","NL",1896,"ehretre01",830,6.12,5352000,42.84,105030.019063444
"1967","NL",2003,"vargacl01",342,1.8,67699000,12.6,104958.074162191
"1968","AL",1906,"patteca01",848,5.09,7362000,35.63,104933.297299568
"1969","AL",2006,"macdomi01",87,1.59,71338000,11.13,104584.560502536
"1970","AL",2008,"delcama01",223,1.65,73764000,11.55,104575.127966495
"1971","NL",1990,"boskish01",293,2.37,40680000,16.59,104571.154867654
"1972","AL",2019,"drakeol01",168,1.23,95819000,8.61,104560.819850484
"1973","NL",1979,"matulri01",514,2.67,35343000,18.69,104552.991065267
"1974","NL",2008,"nelsojo01",162,1.65,73764000,11.55,104494.609876941
"1975","NL",1897,"nopsje01",662,4.7,5409000,32.9,104393.951441477
"1976","NL",1900,"garvine01",739,4.33,5580000,30.31,104383.244672898
"1977","NL",2009,"sanchbr01",169,1.6,74977000,11.2,104356.909040776
"1978","AL",1988,"gardnwe01",447,2.52,39818000,17.64,104343.604070233
"1979","NL",2014,"machije01",199,1.44,84914000,10.08,104342.314205416
"1980","AL",2017,"junisja01",295,1.36,91457000,9.52,104329.537325466
"1981","NL",1956,"bessedo01",238,2.66,16784000,18.62,104328.590827533
"1982","AL",1996,"mohlemi01",243,1.96,54708000,13.72,104315.098427778
"1983","AL",2002,"juliojo01",204,1.75,66486000,12.25,104310.381886355
"1984","AL",1993,"leftwph01",242,2.26,47694000,15.82,104222.25794663
"1985","NL",1884,"sweench01",663,6.31,4644000,44.17,104192.482555805
"1986","NL",1953,"minnepa01",603,3.03,14687000,21.21,104187.822117442
"1987","AL",1978,"comerst01",352,2.73,34316000,19.11,103949.563947442
"1988","NL",2012,"frierer01",198,1.47,80552000,10.29,103914.639994719
"1989","NL",1997,"osunaan01",185,1.88,57046000,13.16,103896.247388826
